datetime,temperatue,humidity,pressure
20181109180852,28.6,33.3,1021.0
20181109180855,28.6,33.5,1021.0
20181109180859,28.6,33.6,1020.9
20181109180902,28.6,33.6,1020.9
20181109180905,28.6,33.6,1020.9
20181109180908,28.6,33.6,1020.9
20181109180911,28.6,33.6,1020.9
20181109180914,28.6,33.6,1020.9
20181109180917,28.6,33.6,1020.9
20181109180920,28.6,33.6,1020.9
20181109180924,28.5,33.5,1021.0
20181109180927,28.5,33.5,1020.9
20181109180930,28.5,33.6,1020.9
20181109180933,28.5,33.6,1020.9
20181109180936,28.5,33.6,1020.9
20181109180939,28.5,33.7,1020.9
20181109180942,28.5,33.7,1020.9
20181109180945,28.5,33.7,1021.0
20181109180948,28.5,33.8,1020.9
20181109180952,28.5,33.8,1020.9
20181109180955,28.5,33.7,1020.9
20181109180958,28.5,33.8,1020.9
20181109181001,28.6,33.8,1020.9
20181109181004,28.6,33.7,1020.9
20181109181007,28.6,33.7,1020.9
20181109181010,28.6,33.6,1020.9
20181109181013,28.6,33.6,1021.0
20181109181017,28.6,33.6,1020.9
20181109181020,28.6,33.6,1021.0
20181109181023,28.6,33.6,1020.9
20181109181026,28.6,33.5,1020.9
20181109181029,28.6,33.5,1020.9
20181109181032,28.6,33.4,1020.9
20181109181035,28.7,33.4,1021.0
20181109181038,28.7,33.5,1020.9
20181109181042,28.7,33.5,1021.0
20181109181045,28.7,33.5,1020.9
20181109181048,28.7,33.3,1020.9
20181109181051,28.7,33.3,1021.0
20181109181054,28.6,33.3,1021.0
20181109181057,28.6,33.4,1020.9
20181109181100,28.6,33.4,1020.9
20181109181103,28.6,33.4,1020.9
20181109181107,28.6,33.4,1020.9
20181109181110,28.6,33.4,1020.9
20181109181113,28.6,33.4,1021.0
20181109181116,28.6,33.4,1020.9
20181109181119,28.6,33.4,1020.9
20181109181122,28.6,33.4,1021.0
20181109181125,28.6,33.4,1020.9
20181109181128,28.6,33.3,1021.0
20181109181131,28.6,33.4,1020.9
20181109181135,28.6,33.4,1021.0
20181109181138,28.6,33.5,1021.0
20181109181141,28.5,33.6,1020.9
20181109181144,28.5,33.5,1021.0
20181109181147,28.6,33.5,1020.9
20181109181150,28.6,33.4,1021.0
20181109181153,28.5,33.4,1021.0
20181109181156,28.5,33.4,1020.9
20181109181200,28.5,33.4,1021.0
20181109181203,28.6,33.4,1021.0
20181109181206,28.6,33.4,1021.0
20181109181209,28.6,33.5,1020.9
20181109181212,28.6,33.3,1020.9
20181109181215,28.6,33.4,1021.0
20181109181218,28.6,33.4,1020.9
20181109181221,28.6,33.4,1020.9
20181109181224,28.6,33.4,1021.0
20181109181228,28.6,33.4,1021.0
20181109181231,28.6,33.5,1020.9
20181109181234,28.7,33.6,1021.0
20181109181237,28.6,33.7,1021.0
20181109181240,28.6,33.7,1021.0
20181109181243,28.6,33.7,1021.0
20181109181246,28.6,33.7,1021.0
20181109181249,28.6,33.7,1021.0
20181109181253,28.6,33.7,1020.9
20181109181256,28.6,33.6,1020.9
20181109181259,28.6,33.6,1021.0
20181109181302,28.6,33.6,1021.0
20181109181305,28.6,33.6,1021.0
20181109181308,28.6,33.7,1021.0
20181109181311,28.6,33.7,1021.0
20181109181314,28.6,33.7,1020.9
20181109181318,28.5,33.7,1021.0
20181109181321,28.5,33.7,1021.0
20181109181324,28.5,33.8,1021.0
20181109181327,28.4,33.9,1021.0
20181109181330,28.5,33.9,1021.0
20181109181333,28.4,34.0,1021.0
20181109181336,28.4,34.0,1021.0
20181109181339,28.5,34.0,1020.9
20181109181342,28.5,34.0,1021.0
20181109181346,28.5,33.9,1020.9
20181109181349,28.5,33.9,1021.0
20181109181352,28.5,33.9,1021.0
20181109181355,28.5,33.9,1021.0
20181109181358,28.5,33.9,1021.0
20181109181401,28.5,33.9,1021.0
20181109181404,28.5,33.9,1021.0
20181109181407,28.5,34.0,1021.0
20181109181411,28.5,34.0,1020.9
20181109181414,28.5,33.9,1021.0
20181109181417,28.5,33.9,1021.0
20181109181420,28.5,33.9,1021.0
20181109181423,28.5,33.9,1020.9
20181109181426,28.6,33.9,1021.0
20181109181429,28.6,33.9,1021.0
20181109181432,28.6,33.8,1021.0
20181109181436,28.6,33.8,1021.0
20181109181439,28.6,33.9,1021.0
20181109181442,28.6,33.9,1021.0
20181109181445,28.6,33.9,1021.0
20181109181448,28.6,33.8,1021.0
20181109181451,28.6,33.8,1021.0
20181109181454,28.6,33.7,1021.0
20181109181457,28.6,33.5,1021.0
20181109181501,28.6,33.4,1021.0
20181109181504,28.6,33.4,1021.1
20181109181507,28.6,33.6,1021.0
20181109181510,28.6,33.7,1021.0
20181109181513,28.6,33.6,1021.0
20181109181516,28.6,33.5,1021.0
20181109181519,28.6,33.5,1021.1
20181109181522,28.6,33.5,1021.0
20181109181525,28.6,33.4,1020.9
20181109181529,28.6,33.4,1021.0
20181109181532,28.6,33.4,1021.1
20181109181535,28.6,33.5,1021.0
20181109181538,28.5,33.6,1021.0
20181109181541,28.5,33.8,1021.0
20181109181544,28.5,33.9,1021.0
20181109181547,28.5,33.9,1021.0
20181109181550,28.5,33.9,1021.0
20181109181554,28.5,33.9,1021.0
20181109181557,28.5,33.9,1021.0
20181109181600,28.5,34.0,1021.0
20181109181603,28.5,34.0,1021.0
20181109181606,28.4,34.1,1021.0
20181109181609,28.4,34.0,1021.0
20181109181612,28.5,34.0,1020.9
20181109181615,28.5,34.0,1021.0
20181109181618,28.5,33.9,1021.0
20181109181622,28.5,33.9,1021.0
20181109181625,28.6,33.8,1021.0
20181109181628,28.6,33.7,1021.0
20181109181631,28.6,33.7,1021.0
20181109181634,28.6,33.6,1021.0
20181109181637,28.7,33.6,1021.0
20181109181640,28.7,33.6,1021.0
20181109181643,28.6,33.7,1021.1
20181109181647,28.6,33.7,1021.0
20181109181650,28.6,33.8,1021.0
20181109181653,28.5,33.8,1021.0
20181109181656,28.6,33.8,1021.0
20181109181659,28.6,33.7,1021.0
20181109181702,28.6,33.7,1021.0
20181109181705,28.6,33.7,1021.0
20181109181708,28.6,33.7,1021.0
20181109181712,28.6,33.7,1021.0
20181109181715,28.6,33.7,1021.0
20181109181718,28.6,33.7,1021.0
20181109181721,28.6,33.7,1021.0
20181109181724,28.6,33.7,1021.0
20181109181727,28.6,33.6,1021.0
20181109181730,28.6,33.6,1021.1
20181109181733,28.6,33.5,1021.1
20181109181736,28.6,33.4,1021.0
20181109181740,28.6,33.5,1021.0
20181109181743,28.6,33.5,1021.0
20181109181746,28.6,33.5,1021.0
20181109181749,28.6,33.4,1021.0
20181109181752,28.6,33.3,1021.0
20181109181755,28.6,33.5,1021.1
20181109181758,28.6,33.3,1021.0
20181109181801,28.7,33.2,1021.0
20181109181805,28.7,33.1,1021.0
20181109181808,28.7,33.1,1021.0
20181109181811,28.7,33.1,1021.0
20181109181814,28.7,33.0,1021.1
20181109181817,28.6,33.3,1021.0
20181109181820,28.6,33.6,1021.0
20181109181823,28.5,33.8,1021.0
20181109181826,28.5,33.9,1021.1
20181109181830,28.5,33.9,1021.0
20181109181833,28.5,33.8,1021.0
20181109181836,28.5,33.9,1021.0
20181109181839,28.5,33.8,1021.0
20181109181842,28.5,33.7,1021.1
20181109181845,28.5,33.7,1021.1
20181109181848,28.5,33.6,1021.0
20181109181851,28.5,33.7,1021.0
20181109181854,28.6,33.6,1021.0
20181109181858,28.6,33.7,1021.1
20181109181901,28.6,33.7,1021.1
20181109181904,28.6,33.8,1021.1
20181109181907,28.6,33.7,1021.0
20181109181910,28.6,33.7,1021.0
20181109181913,28.6,33.7,1021.0
20181109181916,28.6,33.5,1021.1
20181109181919,28.6,33.5,1021.1
20181109181923,28.5,33.5,1021.1
20181109181926,28.5,33.6,1021.1
20181109181929,28.5,33.7,1021.1
20181109181932,28.5,33.6,1021.1
20181109181935,28.5,33.6,1021.1
20181109181938,28.5,33.6,1021.0
20181109181941,28.5,33.5,1021.1
20181109181944,28.5,33.6,1021.1
20181109181948,28.6,33.5,1021.1
20181109181951,28.6,33.5,1021.0
20181109181954,28.6,33.4,1021.0
20181109181957,28.6,33.4,1021.0
20181109182000,28.6,33.3,1021.0
20181109182003,28.7,33.3,1021.1
20181109182006,28.7,33.3,1021.0
20181109182009,28.7,33.2,1021.1
20181109182013,28.7,33.2,1021.0
20181109182016,28.6,33.2,1021.1
20181109182019,28.6,33.3,1021.2
20181109182022,28.5,33.4,1021.1
20181109182025,28.5,33.4,1021.1
20181109182028,28.5,33.5,1021.1
20181109182031,28.5,33.5,1021.1
20181109182034,28.5,33.4,1021.1
20181109182037,28.5,33.4,1021.1
20181109182041,28.5,33.5,1021.1
20181109182044,28.5,33.6,1021.1
20181109182047,28.5,33.6,1021.1
20181109182050,28.5,33.7,1021.1
20181109182053,28.5,33.7,1021.1
20181109182056,28.4,33.8,1021.1
20181109182059,28.4,33.8,1021.1
20181109182102,28.5,33.8,1021.1
20181109182106,28.5,33.8,1021.1
20181109182109,28.5,33.8,1021.1
20181109182112,28.5,33.7,1021.1
20181109182115,28.5,33.7,1021.1
20181109182118,28.5,33.7,1021.1
20181109182121,28.5,33.7,1021.1
20181109182124,28.5,33.7,1021.1
20181109182127,28.5,33.7,1021.1
20181109182130,28.5,33.7,1021.1
20181109182134,28.5,33.7,1021.1
20181109182137,28.5,33.7,1021.1
20181109182140,28.5,33.7,1021.1
20181109182143,28.4,33.8,1021.1
20181109182146,28.4,33.8,1021.1
20181109182149,28.5,33.8,1021.1
20181109182152,28.5,33.8,1021.1
20181109182155,28.5,33.8,1021.1
20181109182159,28.5,33.9,1021.1
20181109182202,28.5,33.9,1021.1
20181109182205,28.4,33.9,1021.1
20181109182208,28.4,34.0,1021.1
20181109182211,28.4,34.1,1021.1
20181109182214,28.4,34.1,1021.1
20181109182217,28.4,34.0,1021.0
20181109182220,28.5,33.9,1021.0
20181109182224,28.5,33.9,1021.1
20181109182227,28.5,33.8,1021.1
20181109182230,28.5,33.8,1021.1
20181109182233,28.5,33.8,1021.1
20181109182236,28.5,33.7,1021.1
20181109182239,28.5,33.8,1021.2
20181109182242,28.5,33.8,1021.1
20181109182245,28.5,33.8,1021.1
20181109182249,28.5,33.9,1021.2
20181109182252,28.5,33.9,1021.1
20181109182255,28.5,33.9,1021.0
20181109182258,28.5,33.9,1021.2
20181109182301,28.4,34.0,1021.1
20181109182304,28.5,34.0,1021.1
20181109182307,28.5,34.0,1021.1
20181109182310,28.4,34.0,1021.1
20181109182313,28.4,34.1,1021.1
20181109182317,28.4,34.1,1021.1
20181109182320,28.4,34.0,1021.1
20181109182323,28.4,33.9,1021.1
20181109182326,28.5,33.8,1021.1
20181109182329,28.5,33.8,1021.1
20181109182332,28.5,33.7,1021.1
20181109182335,28.5,33.8,1021.2
20181109182338,28.5,33.8,1021.1
20181109182342,28.5,33.8,1021.1
20181109182345,28.5,33.8,1021.2
20181109182348,28.5,33.9,1021.1
20181109182351,28.5,33.9,1021.1
20181109182354,28.5,33.9,1021.1
20181109182357,28.5,33.8,1021.1
20181109182400,28.5,33.8,1021.1
20181109182403,28.5,33.8,1021.1
20181109182406,28.5,33.8,1021.1
20181109182410,28.6,33.7,1021.1
20181109182413,28.5,33.7,1021.1
20181109182416,28.5,33.8,1021.1
20181109182419,28.5,33.7,1021.1
20181109182422,28.5,33.8,1021.0
20181109182425,28.5,33.8,1021.1
20181109182428,28.5,33.8,1021.1
20181109182431,28.5,33.8,1021.1
20181109182435,28.5,33.8,1021.1
20181109182438,28.5,33.8,1021.1
20181109182441,28.5,33.8,1021.2
20181109182444,28.5,33.8,1021.1
20181109182447,28.5,33.9,1021.1
20181109182450,28.5,33.8,1021.1
20181109182453,28.5,33.8,1021.1
20181109182456,28.4,33.8,1021.1
20181109182500,28.4,33.9,1021.1
20181109182503,28.4,33.9,1021.1
20181109182506,28.4,33.9,1021.2
20181109182509,28.4,33.9,1021.1
20181109182512,28.4,34.0,1021.1
20181109182515,28.4,34.0,1021.1
20181109182518,28.5,33.9,1021.1
20181109182521,28.5,33.8,1021.2
20181109182524,28.5,33.7,1021.0
20181109182528,28.5,33.6,1021.1
20181109182531,28.6,33.6,1021.1
20181109182534,28.6,33.6,1021.2
20181109182537,28.5,33.6,1021.1
20181109182540,28.5,33.6,1021.1
20181109182543,28.6,33.5,1021.1
20181109182546,28.6,33.5,1021.1
20181109182549,28.6,33.5,1021.1
20181109182553,28.6,33.6,1021.1
20181109182556,28.6,33.6,1021.1
20181109182559,28.5,33.6,1021.1
20181109182602,28.5,33.7,1021.1
20181109182605,28.5,33.7,1021.2
20181109182608,28.5,33.7,1021.2
20181109182611,28.4,33.8,1021.1
20181109182614,28.5,33.8,1021.1
20181109182618,28.5,33.7,1021.1
20181109182621,28.5,33.7,1021.1
20181109182624,28.5,33.7,1021.1
20181109182627,28.5,33.6,1021.1
20181109182630,28.5,33.7,1021.1
20181109182633,28.5,33.7,1021.1
20181109182636,28.5,33.7,1021.1
20181109182639,28.5,33.7,1021.1
20181109182642,28.5,33.6,1021.1
20181109182646,28.5,33.6,1021.1
20181109182649,28.5,33.7,1021.1
20181109182652,28.5,33.7,1021.2
20181109182655,28.5,33.8,1021.2
20181109182658,28.5,33.8,1021.1
20181109182701,28.5,33.8,1021.1
20181109182704,28.5,33.8,1021.1
20181109182707,28.5,33.8,1021.1
20181109182711,28.5,33.6,1021.2
20181109182714,28.5,33.6,1021.1
20181109182717,28.6,33.7,1021.1
20181109182720,28.6,33.6,1021.1
20181109182723,28.6,33.7,1021.1
20181109182726,28.6,33.7,1021.1
20181109182729,28.6,33.6,1021.1
20181109182732,28.6,33.4,1021.1
20181109182736,28.6,33.2,1021.1
20181109182739,28.6,33.2,1021.1
20181109182742,28.6,33.2,1021.1
20181109182745,28.6,33.2,1021.1
20181109182748,28.6,33.2,1021.1
20181109182751,28.6,33.4,1021.2
20181109182754,28.6,33.4,1021.1
20181109182757,28.6,33.5,1021.2
20181109182800,28.5,33.5,1021.1
20181109182804,28.6,33.5,1021.1
20181109182807,28.5,33.5,1021.2
20181109182810,28.5,33.6,1021.2
20181109182813,28.5,33.6,1021.2
20181109182816,28.5,33.6,1021.1
20181109182819,28.5,33.6,1021.2
20181109182822,28.5,33.7,1021.1
20181109182825,28.5,33.6,1021.1
20181109182829,28.5,33.6,1021.1
20181109182832,28.5,33.6,1021.2
20181109182835,28.5,33.6,1021.1
20181109182838,28.5,33.7,1021.2
20181109182841,28.5,33.7,1021.1
20181109182844,28.6,33.6,1021.1
20181109182847,28.6,33.4,1021.2
20181109182850,28.6,33.3,1021.1
20181109182854,28.6,33.3,1021.1
20181109182857,28.6,33.4,1021.1
20181109182900,28.6,33.4,1021.1
20181109182903,28.5,33.5,1021.1
20181109182906,28.6,33.6,1021.2
20181109182909,28.6,33.6,1021.1
20181109182912,28.6,33.7,1021.1
20181109182915,28.6,33.7,1021.1
20181109182918,28.6,33.6,1021.1
20181109182922,28.6,33.5,1021.1
20181109182925,28.6,33.3,1021.1
20181109182928,28.6,33.3,1021.2
20181109182931,28.6,33.2,1021.1
20181109182934,28.6,33.2,1021.2
20181109182937,28.7,33.2,1021.2
20181109182940,28.6,33.3,1021.2
20181109182943,28.6,33.4,1021.2
20181109182947,28.6,33.5,1021.1
20181109182950,28.6,33.6,1021.2
20181109182953,28.5,33.6,1021.1
20181109182956,28.5,33.6,1021.2
20181109182959,28.5,33.6,1021.2
20181109183002,28.5,33.6,1021.2
20181109183005,28.5,33.5,1021.2
20181109183008,28.6,33.5,1021.2
20181109183012,28.6,33.6,1021.2
20181109183015,28.5,33.6,1021.3
20181109183018,28.5,33.7,1021.1
20181109183021,28.5,33.7,1021.2
20181109183024,28.5,33.7,1021.2
20181109183027,28.4,33.7,1021.2
20181109183030,28.4,33.7,1021.2
20181109183033,28.4,33.8,1021.2
20181109183036,28.4,33.8,1021.2
20181109183040,28.4,33.7,1021.2
20181109183043,28.4,33.7,1021.2
20181109183046,28.4,33.8,1021.2
20181109183049,28.4,33.7,1021.2
20181109183052,28.5,33.5,1021.2
20181109183055,28.5,33.5,1021.2
20181109183058,28.5,33.5,1021.2
20181109183101,28.5,33.4,1021.2
20181109183105,28.5,33.4,1021.2
20181109183108,28.5,33.4,1021.2
20181109183111,28.5,33.5,1021.2
20181109183114,28.5,33.6,1021.2
20181109183117,28.5,33.7,1021.2
20181109183120,28.5,33.7,1021.2
20181109183123,28.5,33.7,1021.2
20181109183126,28.5,33.7,1021.2
20181109183130,28.4,33.8,1021.2
20181109183133,28.4,33.9,1021.3
20181109183136,28.4,33.9,1021.2
20181109183139,28.4,33.9,1021.2
20181109183142,28.4,33.7,1021.2
20181109183145,28.4,33.6,1021.2
20181109183148,28.4,33.7,1021.2
20181109183151,28.5,33.6,1021.1
20181109183154,28.5,33.6,1021.2
20181109183158,28.5,33.5,1021.3
20181109183201,28.5,33.5,1021.2
20181109183204,28.5,33.5,1021.2
20181109183207,28.5,33.5,1021.2
20181109183210,28.5,33.5,1021.3
20181109183213,28.5,33.5,1021.2
20181109183216,28.5,33.6,1021.2
20181109183219,28.5,33.6,1021.2
20181109183223,28.5,33.6,1021.3
20181109183226,28.5,33.6,1021.2
20181109183229,28.5,33.6,1021.2
20181109183232,28.5,33.5,1021.2
20181109183235,28.5,33.6,1021.3
20181109183238,28.4,33.6,1021.3
20181109183241,28.4,33.6,1021.3
20181109183244,28.4,33.6,1021.2
20181109183248,28.4,33.6,1021.2
20181109183251,28.4,33.5,1021.2
20181109183254,28.4,33.5,1021.2
20181109183257,28.4,33.5,1021.3
20181109183300,28.4,33.6,1021.2
20181109183303,28.5,33.5,1021.2
20181109183306,28.5,33.5,1021.3
20181109183309,28.5,33.5,1021.2
20181109183313,28.4,33.5,1021.2
20181109183316,28.4,33.5,1021.2
20181109183319,28.4,33.5,1021.3
20181109183322,28.4,33.6,1021.3
20181109183325,28.4,33.7,1021.3
20181109183328,28.4,33.7,1021.2
20181109183331,28.4,33.7,1021.2
20181109183334,28.4,33.7,1021.3
20181109183338,28.4,33.7,1021.2
20181109183341,28.4,33.7,1021.2
20181109183344,28.4,33.8,1021.3
20181109183347,28.4,33.8,1021.2
20181109183350,28.4,33.8,1021.3
20181109183353,28.4,33.8,1021.3
20181109183356,28.4,33.8,1021.3
20181109183359,28.3,33.8,1021.3
20181109183402,28.4,33.9,1021.3
20181109183406,28.4,33.8,1021.2
20181109183409,28.4,33.8,1021.3
20181109183412,28.4,33.7,1021.3
20181109183415,28.4,33.8,1021.4
20181109183418,28.4,33.8,1021.3
20181109183421,28.4,33.8,1021.3
20181109183424,28.4,33.7,1021.2
20181109183427,28.4,33.6,1021.2
20181109183430,28.5,33.6,1021.3
20181109183434,28.4,33.6,1021.2
20181109183437,28.5,33.5,1021.3
20181109183440,28.5,33.5,1021.3
20181109183443,28.4,33.5,1021.3
20181109183446,28.5,33.6,1021.3
20181109183449,28.5,33.7,1021.3
20181109183452,28.5,33.7,1021.3
20181109183455,28.5,33.6,1021.3
20181109183459,28.4,33.6,1021.3
20181109183502,28.4,33.6,1021.3
20181109183505,28.4,33.7,1021.3
20181109183508,28.4,33.7,1021.3
20181109183511,28.4,33.7,1021.3
20181109183514,28.4,33.7,1021.3
20181109183517,28.4,33.7,1021.3
20181109183520,28.4,33.7,1021.3
20181109183524,28.4,33.6,1021.3
20181109183527,28.4,33.7,1021.3
20181109183530,28.4,33.8,1021.4
20181109183533,28.4,33.8,1021.3
20181109183536,28.4,33.7,1021.3
20181109183539,28.4,33.7,1021.4
20181109183542,28.4,33.7,1021.3
20181109183545,28.4,33.7,1021.4
20181109183549,28.5,33.5,1021.4
20181109183552,28.4,33.5,1021.4
20181109183555,28.3,33.5,1021.3
20181109183558,28.4,33.5,1021.3
20181109183601,28.4,33.5,1021.3
20181109183604,28.4,33.6,1021.3
20181109183607,28.4,33.7,1021.4
20181109183610,28.4,33.8,1021.3
20181109183613,28.4,33.7,1021.2
20181109183617,28.4,33.7,1021.4
20181109183620,28.4,33.6,1021.3
20181109183623,28.5,33.5,1021.3
20181109183626,28.5,33.4,1021.3
20181109183629,28.5,33.3,1021.3
20181109183632,28.5,33.4,1021.4
20181109183635,28.5,33.4,1021.4
20181109183638,28.5,33.4,1021.3
20181109183642,28.5,33.4,1021.3
20181109183645,28.5,33.4,1021.3
20181109183648,28.4,33.4,1021.3
20181109183651,28.5,33.5,1021.3
20181109183654,28.5,33.5,1021.3
20181109183657,28.5,33.5,1021.3
20181109183700,28.5,33.5,1021.3
20181109183703,28.5,33.4,1021.3
20181109183706,28.5,33.4,1021.3
20181109183710,28.5,33.5,1021.3
20181109183713,28.5,33.5,1021.4
20181109183716,28.5,33.5,1021.3
20181109183719,28.5,33.4,1021.3
20181109183722,28.5,33.3,1021.3
20181109183725,28.5,33.2,1021.4
20181109183728,28.5,33.3,1021.3
20181109183731,28.5,33.2,1021.4
20181109183735,28.6,33.2,1021.4
20181109183738,28.6,33.2,1021.3
20181109183741,28.6,33.3,1021.4
20181109183744,28.6,33.3,1021.3
20181109183747,28.6,33.4,1021.4
20181109183750,28.6,33.3,1021.3
20181109183753,28.6,33.3,1021.3
20181109183756,28.6,33.2,1021.3
20181109183800,28.7,33.2,1021.3
20181109183803,28.7,33.1,1021.3
20181109183806,28.7,33.2,1021.4
20181109183809,28.7,33.1,1021.4
20181109183812,28.7,33.0,1021.4
20181109183815,28.6,33.0,1021.3
20181109183818,28.6,33.0,1021.4
20181109183821,28.6,33.1,1021.3
20181109183824,28.6,33.2,1021.4
20181109183828,28.7,33.1,1021.2
20181109183831,28.7,33.2,1021.4
20181109183834,28.7,33.2,1021.3
20181109183837,28.7,33.1,1021.3
20181109183840,28.7,33.1,1021.3
20181109183843,28.7,33.0,1021.4
20181109183846,28.7,32.9,1021.3
20181109183849,28.7,32.8,1021.3
20181109183853,28.7,32.8,1021.4
20181109183856,28.7,32.8,1021.4
20181109183859,28.7,32.8,1021.4
20181109183902,28.6,32.8,1021.3
20181109183905,28.6,32.9,1021.3
20181109183908,28.6,33.1,1021.4
20181109183911,28.6,33.2,1021.3
20181109183914,28.6,33.3,1021.3
20181109183918,28.6,33.3,1021.3
20181109183921,28.6,33.3,1021.4
20181109183924,28.6,33.3,1021.4
20181109183927,28.6,33.2,1021.4
20181109183930,28.6,33.0,1021.3
20181109183933,28.6,33.0,1021.3
20181109183936,28.6,32.9,1021.4
20181109183939,28.6,32.9,1021.3
20181109183943,28.6,32.8,1021.4
20181109183946,28.6,32.8,1021.3
20181109183949,28.6,32.8,1021.3
20181109183952,28.6,32.9,1021.3
20181109183955,28.6,32.9,1021.4
20181109183958,28.6,32.9,1021.4
20181109184001,28.6,33.0,1021.3
20181109184004,28.6,33.1,1021.4
20181109184007,28.6,33.1,1021.4
20181109184011,28.6,33.1,1021.4
20181109184014,28.6,33.0,1021.4
20181109184017,28.6,33.0,1021.4
20181109184020,28.6,33.1,1021.4
20181109184023,28.5,33.1,1021.4
20181109184026,28.6,33.1,1021.4
20181109184029,28.6,33.1,1021.3
20181109184032,28.6,33.1,1021.4
20181109184036,28.6,33.1,1021.3
20181109184039,28.6,33.2,1021.4
20181109184042,28.6,33.2,1021.4
20181109184045,28.5,33.2,1021.3
20181109184048,28.5,33.2,1021.4
20181109184051,28.6,33.2,1021.3
20181109184054,28.6,33.2,1021.3
20181109184057,28.7,33.1,1021.3
20181109184100,28.6,33.1,1021.4
20181109184104,28.6,33.1,1021.4
20181109184107,28.6,33.0,1021.4
20181109184110,28.6,32.9,1021.3
20181109184113,28.6,32.9,1021.4
20181109184116,28.6,32.9,1021.4
20181109184119,28.6,32.7,1021.4
20181109184122,28.6,32.6,1021.4
20181109184125,28.6,32.6,1021.4
20181109184129,28.6,32.7,1021.3
20181109184132,28.6,32.9,1021.4
20181109184135,28.6,33.1,1021.4
20181109184138,28.6,33.1,1021.4
20181109184141,28.6,33.1,1021.5
20181109184144,28.6,33.1,1021.4
20181109184147,28.6,33.1,1021.4
20181109184150,28.6,33.1,1021.4
20181109184154,28.6,33.1,1021.3
20181109184157,28.6,33.0,1021.4
20181109184200,28.5,33.0,1021.4
20181109184203,28.6,33.1,1021.3
20181109184206,28.6,33.1,1021.4
20181109184209,28.6,33.1,1021.4
20181109184212,28.6,33.1,1021.3
20181109184215,28.7,33.1,1021.4
20181109184218,28.7,33.0,1021.4
20181109184222,28.7,32.9,1021.4
20181109184225,28.7,32.7,1021.4
20181109184228,28.6,32.7,1021.5
20181109184231,28.6,32.8,1021.4
20181109184234,28.6,32.9,1021.4
20181109184237,28.6,33.0,1021.4
20181109184240,28.6,33.1,1021.4
20181109184243,28.6,33.0,1021.3
20181109184247,28.6,33.0,1021.4
20181109184250,28.6,33.1,1021.4
20181109184253,28.6,33.1,1021.4
20181109184256,28.6,33.1,1021.4
20181109184259,28.6,33.1,1021.4
20181109184302,28.6,33.1,1021.4
20181109184305,28.6,33.0,1021.4
20181109184308,28.6,33.0,1021.4
20181109184312,28.6,33.0,1021.4
20181109184315,28.6,33.0,1021.4
20181109184318,28.6,33.0,1021.4
20181109184321,28.6,33.0,1021.4
20181109184324,28.6,32.9,1021.4
20181109184327,28.6,32.8,1021.4
20181109184330,28.7,32.7,1021.4
20181109184333,28.7,32.7,1021.4
20181109184336,28.7,32.6,1021.4
20181109184340,28.7,32.6,1021.4
20181109184343,28.7,32.6,1021.4
20181109184346,28.7,32.6,1021.5
20181109184349,28.7,32.6,1021.5
20181109184352,28.7,32.7,1021.4
20181109184355,28.7,32.9,1021.4
20181109184358,28.7,32.9,1021.4
20181109184401,28.7,32.8,1021.4
20181109184405,28.7,32.8,1021.4
20181109184408,28.7,32.8,1021.4
20181109184411,28.6,32.9,1021.4
20181109184414,28.7,32.9,1021.3
20181109184417,28.7,32.9,1021.4
20181109184420,28.6,33.0,1021.4
20181109184423,28.6,33.0,1021.4
20181109184426,28.6,33.0,1021.4
20181109184430,28.6,33.0,1021.4
20181109184433,28.7,32.9,1021.4
20181109184436,28.7,32.9,1021.4
20181109184439,28.7,32.8,1021.4
20181109184442,28.6,32.9,1021.4
20181109184445,28.6,32.9,1021.5
20181109184448,28.6,32.9,1021.4
20181109184451,28.6,32.9,1021.4
20181109184454,28.6,32.9,1021.5
20181109184458,28.6,32.9,1021.4
20181109184501,28.6,33.1,1021.4
20181109184504,28.6,33.2,1021.4
20181109184507,28.6,33.3,1021.4
20181109184510,28.5,33.3,1021.5
20181109184513,28.5,33.4,1021.4
20181109184516,28.5,33.3,1021.4
20181109184519,28.5,33.3,1021.4
20181109184523,28.5,33.3,1021.4
20181109184526,28.5,33.4,1021.4
20181109184529,28.5,33.4,1021.4
20181109184532,28.5,33.4,1021.4
20181109184535,28.5,33.4,1021.3
20181109184538,28.5,33.5,1021.4
20181109184541,28.4,33.5,1021.4
20181109184544,28.4,33.7,1021.4
20181109184548,28.4,33.7,1021.3
20181109184551,28.4,33.7,1021.4
20181109184554,28.4,33.8,1021.4
20181109184557,28.4,33.7,1021.4
20181109184600,28.4,33.6,1021.3
20181109184603,28.4,33.4,1021.4
20181109184606,28.4,33.4,1021.4
20181109184609,28.4,33.3,1021.3
20181109184612,28.4,33.3,1021.4
20181109184616,28.4,33.3,1021.4
20181109184619,28.4,33.3,1021.4
20181109184622,28.4,33.4,1021.4
20181109184625,28.4,33.3,1021.3
20181109184628,28.4,33.3,1021.4
20181109184631,28.4,33.4,1021.4
20181109184634,28.4,33.4,1021.4
20181109184637,28.4,33.5,1021.4
20181109184641,28.4,33.5,1021.4
20181109184644,28.4,33.5,1021.4
20181109184647,28.4,33.5,1021.4
20181109184650,28.4,33.5,1021.4
20181109184653,28.4,33.5,1021.4
20181109184656,28.4,33.4,1021.3
20181109184659,28.4,33.4,1021.4
20181109184702,28.4,33.4,1021.4
